,oid,ra,dec
6656,CSS_J034644.5+101501,56.68579166666667,10.250305555555556
6657,CSS_J034644.6+033336,56.686,3.5601666666666665
6658,CSS_J034645.0+285656,56.68783333333334,28.94911111111111
6659,CSS_J034645.1+344602,56.687999999999995,34.76725
6660,CSS_J034645.7+111345,56.69054166666667,11.229416666666667
6661,CSS_J034647.0-013921,56.69595833333334,-1.6560555555555556
6662,CSS_J034647.5+341657,56.697916666666664,34.28261111111111
6663,CSS_J034649.1-103319,56.704791666666665,-10.555333333333333
6664,CSS_J034652.2+303738,56.71775,30.627277777777778
6665,CSS_J034653.4+374352,56.722875,37.73125
6666,CSS_J034654.7+310935,56.728,31.159861111111113
6667,CSS_J034655.1+091010,56.729749999999996,9.169666666666666
6668,CSS_J034655.8+303513,56.73283333333333,30.587194444444446
6669,CSS_J034657.1+332649,56.73829166666666,33.44716666666667
6670,CSS_J034658.5+341259,56.743916666666664,34.21661111111111
6671,CSS_J034659.1-071514,56.746291666666664,-7.2540555555555555
6672,CSS_J034700.2-141935,56.751,-14.326638888888889
6673,CSS_J034700.9+010020,56.753750000000004,1.00575
6674,CSS_J034702.4+104117,56.760333333333335,10.68811111111111
6675,CSS_J034702.8-033600,56.76204166666667,-3.6000555555555556
6676,CSS_J034703.1+282208,56.763000000000005,28.369027777777777
6677,CSS_J034703.9+204439,56.76625,20.744194444444446
6678,CSS_J034704.8+261722,56.77033333333333,26.289638888888888
6679,CSS_J034705.9+211309,56.77495833333333,21.219305555555554
6680,CSS_J034713.5+293233,56.806374999999996,29.54272222222222
6681,CSS_J034716.0+282005,56.81695833333333,28.334777777777777
6682,CSS_J034717.1+345357,56.821416666666664,34.899166666666666
6683,CSS_J034722.9+112632,56.84579166666667,11.442361111111111
6684,CSS_J034724.5+284859,56.85216666666667,28.816555555555556
6685,CSS_J034729.0-024853,56.87104166666667,-2.8148333333333335
6686,CSS_J034731.0+135516,56.87925,13.921305555555556
6687,CSS_J034731.0+260718,56.879375,26.121694444444444
6688,CSS_J034732.3+272245,56.884791666666665,27.37925
6689,CSS_J034733.3+313506,56.88891666666667,31.58525
6690,CSS_J034734.3+105415,56.89304166666667,10.904166666666667
6691,CSS_J034734.7+371134,56.89475,37.193
6692,CSS_J034734.9+350541,56.895583333333335,35.094833333333334
6693,CSS_J034735.9+114751,56.89966666666667,11.797611111111111
6694,CSS_J034736.8+280624,56.903375,28.106805555555557
6695,CSS_J034740.9-024658,56.920541666666665,-2.7828055555555555
6696,CSS_J034741.3+275556,56.92245833333333,27.93236111111111
6697,CSS_J034741.7+300245,56.923833333333334,30.045861111111112
6698,CSS_J034742.0-163928,56.925291666666666,-16.657805555555555
6699,CSS_J034752.6+351845,56.969375,35.31275
6700,CSS_J034753.8+041536,56.974291666666666,4.260027777777778
6701,CSS_J034754.2+104435,56.97595833333334,10.743222222222222
6702,CSS_J034755.4+344514,56.98104166666667,34.75413888888889
6703,CSS_J034755.8+340550,56.982708333333335,34.09725
6704,CSS_J034757.7+201151,56.990625,20.197694444444444
6705,CSS_J034800.2+285200,57.00095833333334,28.866805555555555
6706,CSS_J034802.7-001056,57.0115,-0.1823611111111111
6707,CSS_J034802.8+363852,57.012,36.64802777777778
6708,CSS_J034803.0+380642,57.01266666666667,38.111666666666665
6709,CSS_J034804.4+222532,57.01866666666667,22.42577777777778
6710,CSS_J034804.8+165653,57.020291666666665,16.948166666666665
6711,CSS_J034807.7+181514,57.032250000000005,18.254
6712,CSS_J034808.9+093413,57.03745833333333,9.5705
6713,CSS_J034813.5+265114,57.056583333333336,26.854111111111113
6714,CSS_J034815.6+342836,57.065,34.47686111111111
6715,CSS_J034816.4+130943,57.068583333333336,13.162027777777778
6716,CSS_J034818.0+365711,57.075041666666664,36.95313888888889
6717,CSS_J034818.2+304607,57.07595833333333,30.76861111111111
6718,CSS_J034819.4-085052,57.08116666666666,-8.847944444444444
6719,CSS_J034819.9+374949,57.08291666666667,37.830305555555555
6720,CSS_J034820.2+030646,57.08454166666667,3.1128055555555556
6721,CSS_J034822.2+113525,57.09287500000001,11.590361111111111
6722,CSS_J034824.5+284012,57.10220833333333,28.67
6723,CSS_J034825.0+380551,57.10429166666666,38.09775
6724,CSS_J034828.1+165703,57.11708333333333,16.950972222222223
6725,CSS_J034829.1+151933,57.12154166666667,15.325972222222223
6726,CSS_J034833.7+272649,57.140499999999996,27.447055555555554
6727,CSS_J034833.9+210635,57.141625,21.10972222222222
6728,CSS_J034835.6+354207,57.14854166666667,35.70194444444444
6729,CSS_J034835.7+293025,57.149125,29.507
6730,CSS_J034837.5-145325,57.15625,-14.890444444444444
6731,CSS_J034839.1+283050,57.163,28.514055555555554
6732,CSS_J034839.9+363657,57.16645833333333,36.61602777777778
6733,CSS_J034840.1-042238,57.167375,-4.377277777777778
6734,CSS_J034840.5+220122,57.169,22.023027777777777
6735,CSS_J034845.0+140422,57.1875,14.072916666666666
6736,CSS_J034846.3+384337,57.193250000000006,38.72702777777778
6737,CSS_J034854.1+280822,57.225500000000004,28.139666666666667
6738,CSS_J034855.8+350332,57.23254166666666,35.05905555555555
6739,CSS_J034857.9+050250,57.241375000000005,5.0472777777777775
6740,CSS_J034901.5-165630,57.25633333333333,-16.94175
6741,CSS_J034904.0-074136,57.26695833333333,-7.693583333333334
6742,CSS_J034904.1+203911,57.26745833333334,20.653055555555554
6743,CSS_J034906.0+220739,57.27529166666667,22.127694444444444
6744,CSS_J034908.6+204702,57.28604166666667,20.784055555555554
6745,CSS_J034909.4-061722,57.28929166666667,-6.289611111111111
6746,CSS_J034909.8+112234,57.291,11.376277777777778
6747,CSS_J034923.2-111246,57.346916666666665,-11.212916666666667
6748,CSS_J034923.4+262746,57.347791666666666,26.462944444444446
6749,CSS_J034926.7+334308,57.36145833333333,33.71913888888889
6750,CSS_J034927.4-060944,57.364375,-6.162444444444445
6751,CSS_J034927.6+210812,57.36504166666667,21.13688888888889
6752,CSS_J034928.1+293530,57.36725,29.591694444444446
6753,CSS_J034928.4+051630,57.3685,5.275055555555555
6754,CSS_J034929.8-083824,57.37433333333333,-8.640027777777778
6755,CSS_J034931.0+222725,57.37920833333333,22.45711111111111
6756,CSS_J034932.6+283943,57.38583333333333,28.662166666666668
6757,CSS_J034933.7+254902,57.39079166666667,25.817444444444444
6758,CSS_J034933.8+255514,57.39116666666667,25.920666666666666
6759,CSS_J034934.2+192748,57.3925,19.463444444444445
6760,CSS_J034935.7+293152,57.39883333333333,29.531277777777778
6761,CSS_J034937.8+185851,57.40754166666667,18.981
6762,CSS_J034939.5+215354,57.41458333333333,21.89836111111111
6763,CSS_J034939.5+143618,57.41495833333333,14.605027777777778
6764,CSS_J034940.5+350118,57.41908333333333,35.02172222222222
6765,CSS_J034942.9+342607,57.42879166666667,34.43527777777778
6766,CSS_J034943.1+100747,57.429833333333335,10.129861111111111
6767,CSS_J034944.3+065653,57.43470833333333,6.948111111111111
6768,CSS_J034944.6-060152,57.435874999999996,-6.031361111111111
6769,CSS_J034946.1+382630,57.442125,38.44166666666667
6770,CSS_J034948.3-140853,57.451458333333335,-14.148083333333334
6771,CSS_J034952.7+180213,57.469833333333334,18.037055555555554
6772,CSS_J034953.2+305514,57.47195833333333,30.920749999999998
6773,CSS_J034953.7+153340,57.473875,15.561194444444444
6774,CSS_J034957.0+365519,57.487750000000005,36.92216666666667
6775,CSS_J035000.3+261359,57.501375,26.233083333333333
6776,CSS_J035000.6+374629,57.5025,37.77472222222222
6777,CSS_J035001.6+221857,57.507000000000005,22.316027777777776
6778,CSS_J035002.3+053642,57.50991666666667,5.611805555555556
6779,CSS_J035004.3+353924,57.518125,35.65675
6780,CSS_J035005.9-100436,57.52491666666666,-10.076805555555556
6781,CSS_J035006.9+325251,57.528999999999996,32.88097222222222
6782,CSS_J035007.1+085546,57.52975,8.929666666666666
6783,CSS_J035007.7+291651,57.532291666666666,29.281055555555554
6784,CSS_J035008.4-062922,57.53516666666667,-6.489472222222222
6785,CSS_J035009.5+351027,57.53975,35.174194444444446
6786,CSS_J035010.3+320436,57.54304166666667,32.07669444444444
6787,CSS_J035010.6-143221,57.54441666666666,-14.53925
6788,CSS_J035011.2+273050,57.547041666666665,27.51411111111111
6789,CSS_J035011.6+141809,57.54870833333333,14.302555555555555
6790,CSS_J035012.5+301327,57.552375000000005,30.22427777777778
6791,CSS_J035013.1+071347,57.554874999999996,7.229888888888889
6792,CSS_J035014.2+222340,57.55920833333333,22.394583333333333
6793,CSS_J035015.6-051035,57.565375,-5.176583333333333
6794,CSS_J035016.2+355846,57.567708333333336,35.9795
6795,CSS_J035016.2+093843,57.56779166666667,9.645472222222223
6796,CSS_J035016.3+202222,57.568125,20.37286111111111
6797,CSS_J035020.4-073946,57.58529166666666,-7.662805555555556
6798,CSS_J035021.3+373821,57.588791666666665,37.63916666666667
6799,CSS_J035023.3+273344,57.59741666666667,27.562416666666667
6800,CSS_J035025.5+084613,57.606375,8.770444444444445
6801,CSS_J035027.2+334312,57.61333333333333,33.720194444444445
6802,CSS_J035030.6+373227,57.627833333333335,37.54097222222222
6803,CSS_J035035.4+373553,57.64758333333333,37.59811111111111
6804,CSS_J035037.1-190332,57.65466666666667,-19.059055555555556
6805,CSS_J035038.2+185755,57.659166666666664,18.96536111111111
6806,CSS_J035040.0+370431,57.66675,37.07552777777778
6807,CSS_J035040.2+353656,57.667541666666665,35.61563888888889
6808,CSS_J035040.3+110314,57.66829166666667,11.054
6809,CSS_J035042.5+355221,57.677416666666666,35.872638888888886
6810,CSS_J035043.8+185839,57.682624999999994,18.977527777777777
6811,CSS_J035045.6+374928,57.69020833333333,37.8245
6812,CSS_J035046.0-082426,57.691833333333335,-8.40725
6813,CSS_J035046.2-133954,57.692875,-13.665222222222223
6814,CSS_J035048.3+103945,57.701499999999996,10.662583333333334
6815,CSS_J035048.7+204955,57.703291666666665,20.832055555555556
6816,CSS_J035051.2+085140,57.71366666666666,8.861333333333333
6817,CSS_J035052.7+182937,57.71991666666666,18.493805555555557
6818,CSS_J035054.3+334157,57.72629166666667,33.69936111111111
6819,CSS_J035055.1+354143,57.72966666666667,35.695388888888886
6820,CSS_J035056.9+053958,57.73741666666667,5.666277777777777
6821,CSS_J035057.3+382948,57.738875,38.496833333333335
6822,CSS_J035101.9+374650,57.75808333333333,37.780611111111114
6823,CSS_J035102.8-024503,57.761833333333335,-2.7510833333333333
6824,CSS_J035103.2-084555,57.76345833333333,-8.765416666666667
6825,CSS_J035104.3+351046,57.76825,35.17952777777778
6826,CSS_J035106.1+275129,57.77545833333333,27.858055555555556
6827,CSS_J035106.4+194249,57.77683333333333,19.713638888888887
6828,CSS_J035107.0+055050,57.77920833333333,5.847416666666667
6829,CSS_J035107.9+385044,57.78304166666667,38.84580555555556
6830,CSS_J035108.7+175623,57.786541666666665,17.93986111111111
6831,CSS_J035109.4+260847,57.78929166666667,26.146638888888887
6832,CSS_J035111.4+080611,57.7975,8.103083333333334
6833,CSS_J035112.5+330240,57.802416666666666,33.044583333333335
6834,CSS_J035113.0+351415,57.804541666666665,35.2375
6835,CSS_J035116.7-135117,57.819874999999996,-13.854805555555556
6836,CSS_J035117.3+274158,57.822250000000004,27.699583333333333
6837,CSS_J035118.2+081727,57.826166666666666,8.291
6838,CSS_J035118.3+342609,57.82629166666666,34.435833333333335
6839,CSS_J035118.4+325210,57.826875,32.86966666666667
6840,CSS_J035119.3+003216,57.830625,0.5378888888888889
6841,CSS_J035119.7-033120,57.832125000000005,-3.5222777777777776
6842,CSS_J035120.3+300645,57.834625,30.11275
6843,CSS_J035120.3+372814,57.83479166666667,37.47061111111111
6844,CSS_J035120.4+292044,57.835166666666666,29.345805555555554
6845,CSS_J035120.7+294211,57.836625,29.70325
6846,CSS_J035121.2+122459,57.83845833333333,12.416416666666667
6847,CSS_J035121.9-110626,57.841375,-11.107305555555556
6848,CSS_J035122.5+331941,57.84408333333333,33.32808333333333
6849,CSS_J035123.9-054028,57.84991666666667,-5.6746944444444445
6850,CSS_J035125.5+181638,57.856624999999994,18.27722222222222
6851,CSS_J035126.1+171535,57.858916666666666,17.259888888888888
6852,CSS_J035127.3-001647,57.86375,-0.2798888888888889
6853,CSS_J035129.2+272458,57.87170833333334,27.416138888888888
6854,CSS_J035129.9+221143,57.87466666666666,22.1955
6855,CSS_J035130.9-065439,57.87891666666667,-6.910944444444445
6856,CSS_J035136.6+332550,57.90258333333333,33.43069444444444
6857,CSS_J035137.0+305828,57.90420833333334,30.9745
6858,CSS_J035137.5+293047,57.90658333333334,29.513277777777777
6859,CSS_J035138.4-003924,57.910291666666666,-0.6567500000000001
6860,CSS_J035139.1+305118,57.913125,30.855166666666666
6861,CSS_J035140.9+302820,57.92066666666667,30.47238888888889
6862,CSS_J035141.0+354337,57.92099999999999,35.72705555555556
6863,CSS_J035141.1+314247,57.92158333333333,31.71325
6864,CSS_J035141.4+261039,57.922666666666665,26.177694444444445
6865,CSS_J035142.8+102959,57.928583333333336,10.49975
6866,CSS_J035144.7+112502,57.936375,11.417388888888889
6867,CSS_J035147.5+315453,57.94808333333334,31.914833333333334
6868,CSS_J035147.5+022250,57.94820833333333,2.380611111111111
6869,CSS_J035149.8+262352,57.957541666666664,26.397833333333335
6870,CSS_J035150.7+182758,57.96158333333334,18.46625
6871,CSS_J035151.6+155819,57.96529166666667,15.972055555555556
6872,CSS_J035152.5+230535,57.96879166666667,23.093194444444446
6873,CSS_J035152.7+331840,57.96995833333333,33.311277777777775
6874,CSS_J035153.0+174613,57.971041666666665,17.770444444444443
6875,CSS_J035153.7-152021,57.97383333333334,-15.339305555555555
6876,CSS_J035153.8+052856,57.974291666666666,5.4823055555555555
6877,CSS_J035155.5+362337,57.981249999999996,36.39369444444444
6878,CSS_J035157.2-101912,57.988416666666666,-10.320222222222222
6879,CSS_J035158.6+114653,57.99429166666667,11.781416666666667
6880,CSS_J035159.2+333500,57.996833333333335,33.583444444444446
6881,CSS_J035200.4+382220,58.001666666666665,38.372416666666666
6882,CSS_J035200.6+140056,58.002583333333334,14.015805555555556
6883,CSS_J035203.9+141715,58.01658333333334,14.287666666666667
6884,CSS_J035206.3+383415,58.026375,38.570861111111114
6885,CSS_J035207.5+391610,58.03145833333333,39.26961111111111
6886,CSS_J035209.0-175403,58.03754166666666,-17.90088888888889
6887,CSS_J035209.9+331206,58.04125,33.20188888888889
6888,CSS_J035211.9-121656,58.04983333333333,-12.282444444444444
6889,CSS_J035212.2+202111,58.05116666666667,20.353166666666667
6890,CSS_J035213.6+360016,58.05704166666666,36.004555555555555
6891,CSS_J035215.2+035616,58.063541666666666,3.9378055555555553
6892,CSS_J035215.9-145259,58.06633333333333,-14.883305555555555
6893,CSS_J035222.8+042214,58.09516666666667,4.370611111111111
6894,CSS_J035222.9+331530,58.095625,33.25838888888889
6895,CSS_J035223.8+342913,58.099375,34.48716666666667
6896,CSS_J035224.1+311743,58.1005,31.2955
6897,CSS_J035224.2+341540,58.101125,34.26113888888889
6898,CSS_J035224.2+240047,58.10120833333333,24.013166666666667
6899,CSS_J035224.8+252906,58.10370833333334,25.485055555555554
6900,CSS_J035227.6+330016,58.115,33.00452777777778
6901,CSS_J035227.9+053322,58.116625,5.556111111111111
6902,CSS_J035230.0+370053,58.12533333333334,37.014944444444446
6903,CSS_J035230.2+345220,58.125875,34.87233333333333
6904,CSS_J035232.0-015417,58.13366666666667,-1.9048888888888889
6905,CSS_J035235.5+371654,58.147958333333335,37.281777777777776
6906,CSS_J035236.4-104646,58.15170833333333,-10.779666666666667
6907,CSS_J035236.5+294704,58.152375000000006,29.784583333333334
6908,CSS_J035237.4+262009,58.15595833333333,26.335916666666666
6909,CSS_J035238.8+293902,58.162000000000006,29.65063888888889
6910,CSS_J035241.8-121226,58.17416666666667,-12.207361111111112
6911,CSS_J035243.2+040032,58.18033333333334,4.009083333333334
6912,CSS_J035245.8+274542,58.191,27.761777777777777
6913,CSS_J035246.0+213556,58.191875,21.599138888888888
6914,CSS_J035247.7+175205,58.199125,17.86813888888889
6915,CSS_J035248.9-014207,58.204125000000005,-1.702027777777778
6916,CSS_J035252.8+251823,58.220125,25.306444444444445
6917,CSS_J035253.9+342417,58.224916666666665,34.404944444444446
6918,CSS_J035254.0+353422,58.22516666666667,35.57297222222222
6919,CSS_J035254.2-001359,58.22595833333333,-0.23322222222222225
6920,CSS_J035256.2+144105,58.234375,14.684888888888889
6921,CSS_J035256.3-094057,58.234791666666666,-9.682527777777779
6922,CSS_J035258.1+212527,58.24233333333333,21.424277777777778
6923,CSS_J035258.9+291232,58.24550000000001,29.209027777777777
6924,CSS_J035259.0+261224,58.245958333333334,26.206833333333332
6925,CSS_J035259.6+091717,58.24858333333333,9.288055555555555
6926,CSS_J035300.9+253305,58.253875,25.55163888888889
6927,CSS_J035302.2+270356,58.259166666666665,27.065638888888888
6928,CSS_J035304.7+234130,58.269875,23.691916666666668
6929,CSS_J035305.2+125844,58.271750000000004,12.978944444444444
6930,CSS_J035305.8+203404,58.274208333333334,20.567833333333333
6931,CSS_J035306.0+102645,58.27504166666667,10.445916666666667
6932,CSS_J035308.1-024445,58.28395833333333,-2.745861111111111
6933,CSS_J035311.0+331752,58.296,33.29786111111111
6934,CSS_J035311.1+232909,58.29633333333334,23.48588888888889
6935,CSS_J035311.9+381029,58.29966666666667,38.17486111111111
6936,CSS_J035312.7+283145,58.30291666666667,28.52927777777778
6937,CSS_J035312.7+233308,58.30291666666667,23.55227777777778
6938,CSS_J035314.2+220955,58.30954166666667,22.16547222222222
6939,CSS_J035315.2-093323,58.31341666666667,-9.556416666666667
6940,CSS_J035319.6+265241,58.33175,26.878055555555555
6941,CSS_J035320.2+023811,58.334374999999994,2.6365
6942,CSS_J035322.1+225221,58.34225,22.872722222222222
6943,CSS_J035323.6+143954,58.348416666666665,14.665166666666666
6944,CSS_J035324.9+260314,58.35395833333333,26.054
6945,CSS_J035327.4+174447,58.36420833333333,17.74661111111111
6946,CSS_J035330.5+093102,58.37712500000001,9.51725
6947,CSS_J035330.8+195845,58.378708333333336,19.979277777777778
6948,CSS_J035332.0-051619,58.38341666666667,-5.271944444444444
6949,CSS_J035335.5+101708,58.39808333333333,10.285694444444445
6950,CSS_J035336.9-081337,58.40375,-8.226972222222223
6951,CSS_J035336.9+370410,58.404125,37.069694444444444
6952,CSS_J035338.3+304901,58.40958333333333,30.817027777777778
6953,CSS_J035341.1+284900,58.421499999999995,28.816861111111113
6954,CSS_J035342.8+201453,58.42870833333333,20.248277777777776
6955,CSS_J035342.9+362118,58.42904166666667,36.355222222222224
6956,CSS_J035343.0+353659,58.42941666666667,35.616416666666666
6957,CSS_J035343.9+390237,58.433083333333336,39.04372222222222
6958,CSS_J035344.9+051601,58.437083333333334,5.267166666666666
6959,CSS_J035348.9+184907,58.45379166666667,18.81877777777778
6960,CSS_J035349.1+215059,58.454625,21.849972222222224
6961,CSS_J035349.1+290739,58.454791666666665,29.12752777777778
6962,CSS_J035350.3+394013,58.45975,39.67027777777778
6963,CSS_J035352.5+125531,58.468833333333336,12.925277777777778
6964,CSS_J035353.7+275401,58.47379166666666,27.9005
6965,CSS_J035355.0+340243,58.479375,34.04544444444444
6966,CSS_J035357.1+065821,58.488125,6.972555555555555
6967,CSS_J035357.9+225933,58.49154166666666,22.992583333333332
6968,CSS_J035358.6+380735,58.494416666666666,38.12647222222222
6969,CSS_J035359.0+055154,58.495958333333334,5.865083333333334
6970,CSS_J035359.4-000845,58.49754166666666,-0.14605555555555555
6971,CSS_J035401.0+403549,58.50454166666667,40.59711111111111
6972,CSS_J035401.6+351131,58.50695833333334,35.192194444444446
6973,CSS_J035402.7+084701,58.511541666666666,8.783861111111111
6974,CSS_J035403.7+132051,58.51541666666667,13.347694444444445
6975,CSS_J035406.8+291443,58.52854166666667,29.245416666666667
6976,CSS_J035407.5+213617,58.53125,21.604944444444445
6977,CSS_J035407.5+215351,58.53125,21.89752777777778
6978,CSS_J035409.9+301438,58.541375,30.24388888888889
6979,CSS_J035410.1+340934,58.542458333333336,34.15958333333333
6980,CSS_J035410.2+062556,58.542541666666665,6.432444444444444
6981,CSS_J035411.4+220711,58.547625000000004,22.11975
6982,CSS_J035412.5+292531,58.55229166666666,29.425333333333334
6983,CSS_J035415.4+300031,58.56433333333334,30.008694444444444
6984,CSS_J035416.1+294803,58.567458333333335,29.80088888888889
6985,CSS_J035416.8+282551,58.570125000000004,28.43102777777778
6986,CSS_J035416.9+370736,58.57058333333333,37.12672222222222
6987,CSS_J035419.6+352530,58.58170833333333,35.42519444444444
6988,CSS_J035419.7+350701,58.582125,35.11713888888889
6989,CSS_J035425.1+120407,58.60466666666667,12.06863888888889
6990,CSS_J035426.6+104932,58.61083333333333,10.825555555555555
6991,CSS_J035426.6+340313,58.61108333333333,34.05361111111111
6992,CSS_J035426.6+340551,58.61116666666667,34.09755555555556
6993,CSS_J035426.7+375447,58.61125,37.91305555555556
6994,CSS_J035426.8+233810,58.61170833333333,23.636277777777778
6995,CSS_J035427.5+380953,58.614916666666666,38.164833333333334
6996,CSS_J035428.4+371119,58.61841666666667,37.18875
6997,CSS_J035429.5-042453,58.62291666666666,-4.4149722222222225
6998,CSS_J035429.7+250040,58.623916666666666,25.011305555555555
6999,CSS_J035430.9+243029,58.629041666666666,24.508277777777778
7000,CSS_J035431.0+294937,58.62929166666667,29.82702777777778
7001,CSS_J035431.5+284510,58.63129166666667,28.753
7002,CSS_J035432.6+305251,58.635875,30.881027777777778
7003,CSS_J035432.9+370706,58.63729166666667,37.11858333333333
7004,CSS_J035433.7+052911,58.64066666666667,5.4864444444444445
7005,CSS_J035434.7+410429,58.64475,41.07486111111111
7006,CSS_J035436.5-053959,58.652375,-5.666638888888889
7007,CSS_J035437.5+210359,58.65629166666667,21.066555555555556
7008,CSS_J035441.1+382517,58.671499999999995,38.42161111111111
7009,CSS_J035444.4+212129,58.68508333333333,21.35822222222222
7010,CSS_J035447.1+293418,58.696625,29.57175
7011,CSS_J035450.8+240347,58.71175,24.063277777777778
7012,CSS_J035453.5+131322,58.723,13.222916666666666
7013,CSS_J035453.6-133042,58.723625,-13.511861111111111
7014,CSS_J035455.5+264909,58.73141666666666,26.81925
7015,CSS_J035456.5+303733,58.7355,30.625833333333333
7016,CSS_J035457.0+014326,58.737625,1.724
7017,CSS_J035457.1+283329,58.73829166666666,28.558222222222224
7018,CSS_J035457.3+361558,58.739,36.266194444444444
7019,CSS_J035459.0-021545,58.745999999999995,-2.262611111111111
7020,CSS_J035459.5+304042,58.74829166666666,30.6785
7021,CSS_J035459.6+011616,58.74845833333333,1.2711944444444445
7022,CSS_J035459.7+165959,58.748999999999995,16.999916666666667
7023,CSS_J035500.4+223658,58.751749999999994,22.61611111111111
7024,CSS_J035501.1+323538,58.754958333333335,32.593944444444446
7025,CSS_J035501.5-145119,58.75645833333333,-14.855416666666667
7026,CSS_J035505.5+201012,58.77316666666666,20.170055555555557
7027,CSS_J035506.5+362408,58.77741666666667,36.40241666666667
7028,CSS_J035506.6+354813,58.77779166666667,35.80363888888889
7029,CSS_J035507.0+402444,58.779291666666666,40.41227777777778
7030,CSS_J035507.9+224631,58.78295833333333,22.775277777777777
7031,CSS_J035508.2+003237,58.784499999999994,0.5438055555555555
7032,CSS_J035508.8+365312,58.78704166666667,36.88666666666667
7033,CSS_J035513.8+201242,58.807875,20.211861111111112
7034,CSS_J035514.8+371319,58.81191666666667,37.22213888888889
7035,CSS_J035515.5+310032,58.81483333333334,31.008944444444445
7036,CSS_J035516.1-105116,58.81708333333333,-10.854611111111112
7037,CSS_J035516.3+330153,58.818,33.031527777777775
7038,CSS_J035516.5-114828,58.81891666666667,-11.80788888888889
7039,CSS_J035517.7+025232,58.823791666666665,2.875611111111111
7040,CSS_J035520.7+380303,58.83658333333333,38.05097222222222
7041,CSS_J035520.8+194836,58.83679166666667,19.810222222222222
7042,CSS_J035521.0+134508,58.83775,13.752277777777778
7043,CSS_J035521.4+114838,58.83916666666667,11.810555555555556
7044,CSS_J035525.5+313047,58.856500000000004,31.513305555555554
7045,CSS_J035528.7+191931,58.86958333333334,19.32552777777778
7046,CSS_J035531.3+184307,58.88070833333333,18.718694444444445
7047,CSS_J035532.5+211240,58.8855,21.211111111111112
7048,CSS_J035534.1+362148,58.892375,36.36355555555556
7049,CSS_J035534.8+413027,58.895250000000004,41.507583333333336
7050,CSS_J035535.2+184019,58.896791666666665,18.672194444444443
7051,CSS_J035536.3+163030,58.901291666666665,16.508555555555557
7052,CSS_J035540.2+132409,58.917541666666665,13.402527777777777
7053,CSS_J035540.5+345724,58.919124999999994,34.956722222222226
7054,CSS_J035541.7+400509,58.923750000000005,40.08588888888889
7055,CSS_J035542.3+315054,58.92633333333333,31.848555555555556
7056,CSS_J035542.4+315054,58.926875,31.848555555555556
7057,CSS_J035543.9+294852,58.93325,29.814555555555554
7058,CSS_J035544.5+322131,58.93541666666667,32.35861111111111
7059,CSS_J035544.5+322130,58.93579166666667,32.35852777777778
7060,CSS_J035546.3+070816,58.94291666666667,7.137861111111111
7061,CSS_J035546.6+361250,58.94416666666666,36.21388888888889
7062,CSS_J035550.7+390654,58.96158333333333,39.11516666666667
7063,CSS_J035551.4-183103,58.9645,-18.517583333333334
7064,CSS_J035553.4+183218,58.972625,18.53838888888889
7065,CSS_J035553.7+122656,58.97379166666667,12.448888888888888
7066,CSS_J035553.9-085734,58.974583333333335,-8.959555555555555
7067,CSS_J035555.5+314918,58.98129166666667,31.82177777777778
7068,CSS_J035556.6+291054,58.98620833333334,29.181722222222223
7069,CSS_J035557.1+043216,58.98829166666666,4.538027777777778
7070,CSS_J035557.2+235616,58.988458333333334,23.93797222222222
7071,CSS_J035559.2+410422,58.99670833333333,41.072805555555554
7072,CSS_J035600.1+355617,59.00070833333333,35.93830555555556
7073,CSS_J035601.1+145709,59.004666666666665,14.952722222222222
7074,CSS_J035601.1+190003,59.00483333333334,19.000888888888888
7075,CSS_J035602.5+220903,59.01054166666667,22.151083333333332
7076,CSS_J035605.1+375647,59.02133333333333,37.94663888888889
7077,CSS_J035605.2+233701,59.02204166666667,23.61713888888889
7078,CSS_J035606.6+404420,59.027541666666664,40.73888888888889
7079,CSS_J035607.8+413301,59.032500000000006,41.5505
7080,CSS_J035608.3+321947,59.034749999999995,32.32991666666667
7081,CSS_J035608.8-000511,59.037,-0.08652777777777777
7082,CSS_J035612.2+232657,59.050999999999995,23.449416666666668
7083,CSS_J035614.7-022826,59.061416666666666,-2.4740555555555557
7084,CSS_J035615.5+272141,59.06466666666667,27.36138888888889
7085,CSS_J035615.9+321407,59.06645833333334,32.23536111111111
7086,CSS_J035616.8+274743,59.07029166666667,27.7955
7087,CSS_J035617.0+361759,59.071125,36.29977777777778
7088,CSS_J035617.5+362748,59.07316666666667,36.463388888888886
7089,CSS_J035618.1+115111,59.07575,11.85325
7090,CSS_J035620.9+235742,59.08716666666667,23.961916666666667
7091,CSS_J035621.2+093019,59.08866666666667,9.50538888888889
7092,CSS_J035623.2-115749,59.09679166666667,-11.963694444444444
7093,CSS_J035625.3+354617,59.1055,35.7715
7094,CSS_J035625.4+300300,59.105958333333334,30.050055555555556
7095,CSS_J035627.1-120134,59.11325,-12.02613888888889
7096,CSS_J035627.7+040107,59.1155,4.018833333333333
7097,CSS_J035632.6+252734,59.135958333333335,25.459555555555557
7098,CSS_J035633.1+320912,59.138083333333334,32.153527777777775
7099,CSS_J035633.2+181521,59.13854166666667,18.255972222222223
7100,CSS_J035635.3+322154,59.14716666666667,32.36511111111111
7101,CSS_J035636.4+312222,59.152,31.372944444444446
7102,CSS_J035636.4+231901,59.15204166666666,23.31711111111111
7103,CSS_J035641.7+223944,59.17404166666667,22.662388888888888
7104,CSS_J035641.7+250653,59.17404166666667,25.114944444444443
